Timestamp,Gender,Age,Nationality,Current Country of Residence,Current State of Residence,Current City of Residence,Highest Level of Education,Name of Highest Degree Obtained,Name of School or University,Is your degree tech related?,Did you go through a bootcamp to learn technical skills?,"Professional Certification (Eg. CCNA, CEH, GCP Cloud Associate)",Name of Bootcamp Course ,Name of Professional Certification(s),Job Title,What is your currency code?,What is your current monthly base salary?,What is your current bonus compensation per year?,What is your current equity (stock) compensation per year?,How many days of annual leave are you entitled to?,Company Benefits,What technologies do you use for work on a regular basis?,Company Location,Company Industry,What is the size of your company?,What is the size of your tech team? ,What's the name of your company? [Optional],Satisfaction Level of Current Job,Years of Experience,Number of past employments/jobs (excluding the current one),What was your starting monthly salary?,Indicate in 3-character currency code for starting monthly salary
27/07/2021 16:52:39,Male,27,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Software Engineering,Taylors University,Yes,No,No,,,Lead Developer,MYR,8800,12000,0,19,"Health Insurance, Maternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Gym/Wellness Reimbursement, Learning and Development, Transport Allowance, Company Laptop, Company Phones","Android, iOS","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)","1,001-10,000 employees",200+ people,,7,5,0,4000,
27/07/2021 17:02:56,Female,23,Malaysian,Malaysia,Selangor,PJ,Diploma,Diploma Digital Technology,Politeknik Kuching Sarawak,Yes,No,Yes,,Udacity Frontend Dev,Jr dev,MYR,3100,0,0,14,"Health Insurance, Life Insurance, Remote Work, Learning and Development, Tuition Reimbursement, Company Laptop, Company Phones","LAMP, AR stuff",PJ,Events,201-1000 employees,2 - 10 people,,6,2,1,2800,
27/07/2021 17:21:03,Male,22,Malaysian,Malaysia,Selangor,PJ,Undergraduate Degree,Bachelor of Computer Science,Taylor’s University,Yes,No,No,,,Junior Data Scientist,MYR,3300,,,22,"Health Insurance, Dental Insurance, Employee Assistance Program, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Free Drinks, Remote Work, Employee Discount, Learning and Development, Tuition Reimbursement, Company Laptop","Python, SQL","Selangor, Malaysia",Financial Services,">10,000employees",11 - 50 people,,6,0,0,3300,
27/07/2021 17:30:42,Male,36,Malaysian,Malaysia,Negeri Sembilan,Port Dickson,Diploma,Diploma in Electrical & Communication,Tafe College,Yes,Yes,No,Magic Academy,,Mobile Developer,MYR,8000,0,0,15,"Health Insurance, Paternity Leave, Free Snacks, Free Drinks, Remote Work, Company Laptop",Swift,Cyberjaya,Human Resource System,51-200 employees,11 - 50 people,,8,5,1,3000,
27/07/2021 17:48:21,Male,20,Indian,Brunei,,,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",,,Yes,Yes,No,,,Backend Intern,MYR,1700,,,0,"Remote Work, Learning and Development","Java, Spring Boot","Selangor, Malaysia",Retail / ecommerce,51-200 employees,2 - 10 people,,7,2 months,1 IT Volunteer job & 1 Non-IT Volunteer Work,1700,
27/07/2021 17:56:01,Male,23,Malaysian,Malaysia,Selangor,Cyberjaya,Undergraduate Degree,Bachelor of Computer Science,University of Nottingham,Yes,No,No,,,Android developer,MYR,3000,0,0,14,Company Laptop,Android,Cyberjaya,Events,11-50 employees,2 - 10 people,Jomrun,3,1,0,3000,
27/07/2021 18:00:37,Male,32,Malaysian,Malaysia,Selangor,Shah Alam,Diploma,Diploma in IT,MMU,Yes,No,No,,,Team Lead,MYR,8500,8500,0,14,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Learning and Development, Company Laptop",PHP,"Selangor, Malaysia",Fintech,51-200 employees,11 - 50 people,,7,7,2,3000,
27/07/2021 18:14:54,Male,30,Malaysian,Singapore,Singapore,Singapore,Undergraduate Degree,Bachelor of Degree,TARC,Yes,No,No,,,Software Developer,SGD,6600,0,0,15,"Health Insurance, Life Insurance, Company Laptop, Phone Bill Reimbursement",.Net,Singapore,"Professional Services (Law, Consulting, etc.)",">10,000employees",2 - 10 people,,5,7,3,2800,
27/07/2021 18:20:26,Male,28,Malaysian,Malaysia,,,Undergraduate Degree,,,Yes,Yes,No,,,software engineer,MYR,8000,,,18,"Health Insurance, Maternity Leave, Paternity Leave, Learning and Development, Company Laptop, Phone Bill Reimbursement",Java,Kuala Lumpur,Financial Services,201-1000 employees,11 - 50 people,,6,5,1,3500,
27/07/2021 18:49:58,Male,24,Malaysian,Malaysia,Negeri Sembilan,Seremban,Masters Degree,Electrical and Electronic Engineering,University of Nottingham,Yes,No,No,,,Data Engineer,MYR,4200,0,0,12,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Free Snacks, Free Drinks, Remote Work, Learning and Development, Company Laptop","Kubernetes, Docker, Linux, Spark, Python, Git","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,,2,1,0,3500,
27/07/2021 18:50:27,Male,28,Malaysian,Singapore,PR,Singapore,Undergraduate Degree,BS Bachelor of Science,Tunku Abdul Rahman University College,Yes,No,Yes,,,Senior Engineer,SGD,5000,15000,,20,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Employee Discount, Learning and Development, Company Laptop","vb.net, asp.net, c#, hyper-v","Singapore, Singapore","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,11 - 50 people,,6,5,2,3300,
27/07/2021 18:53:30,Male,26,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Science (Hons) Software Engineering,Universiti Tunku Abdul Rahman,Yes,No,No,,,Mobile Engineer,MYR,7200,0,0,21,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Employee Discount, Learning and Development, Company Laptop, Phone Bill Reimbursement","React Native, Xcode, Android Studio, NodeJS /Express,  Bitrise, Codefresh, Firebase, SegmentIO, Pusher, Embrace, Jira, Git, AWS Secrets","NY, USA",Financial Services,201-1000 employees,51 - 200 people,MoneyLion,8,3,3,3000,
27/07/2021 18:55:59,Male,38,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Electronic & Computer Engineering,University Malaysia Sarawak,Yes,No,Yes,,"CCNA, Certified Widevine Integration Partner (CWIP)",Software Development Lead,MYR,16000,0,0,18,"Health Insurance, Life Insurance, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Learning and Development, Transport Allowance, Company Laptop, Company Phones","AWS, Python, JavaScript, NodeJS, VueJS","Selangor, Malaysia",Healthcare,201-1000 employees,2 - 10 people,,7,14,7,2800,
27/07/2021 19:02:30,Male,27,Malaysian,Malaysia,KL,KL,Undergraduate Degree,Bachelor of Internet Technology,TARC,Yes,No,Yes,,"MCSD,MCSA.",Software Developer ,MYR,5500,0,0,18,"Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Drinks, Remote Work, Employee Discount, Learning and Development, Company Laptop","c#, react","KL, Malaysia",Financial Services,51-200 employees,2 - 10 people,,6,3,1,2800,
27/07/2021 19:18:11,Male,33,Malaysian,Australia,New South Wales ,Sydney,Diploma,ACCA,ACCA,No,Yes,Yes,Certificate IV in Programming from local Australian college ,Salesforce JavaScript Developer I,Front End Developer ,AUD,8000,10% of Annual Salary,0,60,"Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Employee Discount, Learning and Development, Company Laptop","React, Next, Gatsby, Bootstrap, Wordpress ","Sydney, New South Wales",Retail / ecommerce,11-50 employees,2 - 10 people,Redsbaby Australia ,10,10,3,3000,
27/07/2021 19:30:29,Male,25,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Internet Technology,TARUC,Yes,Yes,No,Flutter - Udemy,,Technical Consultant,MYR,5300,0,0,14,"Maternity Leave, Paternity Leave, Free Snacks, Remote Work, Learning and Development, Tuition Reimbursement, Transport Allowance, Company Laptop","C#, Azure, MSSSQL","Kuala Lumpur, Malaysia",Software Vendor,11-50 employees,11 - 50 people,,5,3,0,3000,
27/07/2021 19:33:58,Male,34,Malaysian,Malaysia,KL,KL,Undergraduate Degree,Bachelor of Information System Management,UITM,Yes,No,Yes,,"Talend Data Integration v7 Certified Developer, Microsoft Azure AZ-900, MS-900, DP-200, DP-201, AZ-104,DA-100, PL-900",Data Engineer,MYR,15000,0,0,12,"Health Insurance, Vacation/Personal Days, Remote Work, Learning and Development, Company Laptop, Free certification","Talend, Microsoft Azure","Arizone, USA","Professional Services (Law, Consulting, etc.)",51-200 employees,2 - 10 people,,9,9,4,2500,
27/07/2021 19:37:09,Male,29,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Back Software Engineering,A. P. U,Yes,No,No,,,Sr. Software Developer,MYR,10000,10000,0,18,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Employee Discount, Learning and Development, Company Laptop, Company Phones, Phone Bill Reimbursement","Angular, C#, Python, Azure services",KL,"Energy, Utilities",201-1000 employees,2 - 10 people,,9,6,4,2800,
27/07/2021 20:00:41,Male,24,Malaysian,Malaysia,Kuala Lumpur,Bukit Jalil,Undergraduate Degree,Bachelor of Computer Science (Hons.) Artificial Intelligence,Multimedia University,Yes,No,No,,,Software developer,MYR,5200,0,0,12,"Health Insurance, Life Insurance, Free Snacks, Free Drinks",Flutter,"Selangor, Malaysia","Media, Creative Industries",11-50 employees,2 - 10 people,,8,2,3,3500,
27/07/2021 20:19:35,Male,34,Malaysian,Malaysia,Johor,Johor Bahru ,Undergraduate Degree,Bachelor of computer engineering ,Unimap,No,No,No,,,Data Scientist ,MYR,3900,0,0,15,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days","Flutter, Android","Johor, Malaysia ",Manufacturing ,51-200 employees,2 - 10 people,,3,8,2,2700,
27/07/2021 20:57:46,Male,31,Malaysian,Malaysia,Johor,Nusajaya,Undergraduate Degree,Bachelor in engineering (hons) electronics,UiTM,Yes,No,No,,,Mobile Developer,MYR,7000,4,0,21,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Remote Work, Learning and Development, Company Laptop",Flutter,Kuala Lumpur,Insurance,">10,000employees",11 - 50 people,,8,3,1,3000,
27/07/2021 21:35:03,Male,30,Malaysian,Singapore,,,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",,,N/A,No,No,,,Senior Software Engineer,SGD,9000,21600,,21,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Company Laptop, Company Phones, Immigration Assistance, Annual Flexi Allowance, Optical/Eye-wear claims","Ruby on Rails, VueJS, AWS, etc",Singapore,Beauty,">10,000employees",11 - 50 people,,10,6,7,1900,
27/07/2021 21:51:32,Male,25,Malaysian,Malaysia,Kuala Lumpur,Bukit Jalil,Undergraduate Degree,Bachelor of Computer Science and Information Technology,UNIMAS,Yes,No,No,,,Android Engineer,MYR,5000,,,12,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Remote Work, Employee Discount, Learning and Development, Optical/Eye-wear claims, E-wallet allowance",Android Studio,"Kuala Lumpur, Malaysia",Financial Services,201-1000 employees,2 - 10 people,Setel Ventures Sdn Bhd,8,2,2,2700,MYR
27/07/2021 21:52:07,Male,29,Malaysian,Malaysia,Selangor,KLang,Undergraduate Degree,Bachelor of Chemical Engineering,UPM,No,Yes,No,Next Academy,,Frontend Developer,SGD,3500,0,0,14,"Vacation/Personal Days, Remote Work",React JS,Singapore,Education,11-50 employees,11 - 50 people,,8,5,3,5000,SGD
27/07/2021 22:07:59,Male,27,Malaysian,Malaysia,KL,KL,Undergraduate Degree,Bachelor in Software Engineering,APU,Yes,No,No,,,Web Developer,USD,4300,0,,0,Remote Work,React,Malaysia,Education,1-10 employees,2 - 10 people,,7,3,1,4200,MYR
27/07/2021 22:10:41,Male,27,Malaysian,Malaysia,Selangor,Selangor,Undergraduate Degree,Bachelor of Actuarial Science,Universiti Tunku Abduh Rahman,No,No,No,,SAS Big Data Professional,Data Scientist,MYR,4200,12300,0,24,"Health Insurance, Dental Claim, Sick Time (Unlimited), Free Snacks, Remote Work, Employee Discount, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement","Python, AWS","Kuala Lumpur, Malaysia",Financial Services,51-200 employees,11 - 50 people,,5,2.8,2,4100,MYR
27/07/2021 22:14:00,Male,31,Malaysian,Malaysia,,,Undergraduate Degree,,,Yes,No,No,,,Senior Software Engineer,SGD,8000,,,21,"Remote Work, Company Laptop",Ruby,Singapore,Financial Services,51-200 employees,11 - 50 people,,8,8,3,3000,SGD
27/07/2021 22:15:19,Male,34,Malaysian,Malaysia,Selangor,Cyberjaya,Diploma,Diploma,Politeknik ,No,No,No,,,Data Scientists ,MYR,10000,MYR 25000,,18,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Lunch, Remote Work, Employee Discount, Learning and Development, Company Laptop, Company Phones, Phone Bill Reimbursement, Annual Flexi Allowance, Optical/Eye-wear claims","Python, spark, ",Bukit Jalil,Entertainment,201-1000 employees,11 - 50 people,,8,12,3,1200,MYR
27/07/2021 22:15:51,Female,26,Malaysian,Malaysia,Pulau Pinang,Bukit Mertajam,Masters Degree,Master of Data Science and Analytics,Universiti Sains Malaysia,Yes,No,No,,,IT Data Analysis,MYR,3800,0,0,12,"Health Insurance, Maternity Leave, Remote Work, Employee Discount, Learning and Development, Company Laptop",Python,"Pulau Pinang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,6,4 month,0,3800,MYR
27/07/2021 22:25:51,Male,32,Malaysian,Malaysia,Penang,Penang,Undergraduate Degree,Bachelor of CS,Swinburne University of Technology,Yes,No,No,,,Senior Software Engineer,MYR,9500,17000,3000,17,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Company Laptop, Optical/Eye-wear claims","python, tensorflow, django, postgresql, vuejs ","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",11-50 employees,11 - 50 people,,7,8,1,3200,MYR
27/07/2021 22:31:04,Male,23,Malaysian,Malaysia,Penang,Butterworth,Undergraduate Degree,Bachelor of Computer Science,Universiti Tunku Abdul Rahman,Yes,No,No,,,Software Engineer,MYR,4000,0,0,14,"Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Lunch, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop","C#, SQL Server","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",11 - 50 people,,8,1,0,3500,MYR
27/07/2021 22:41:18,Female,31,Malaysian,Malaysia,,,Masters Degree,Information technology,MMU ,No,No,Yes,,,Architect ,MYR,12000,1,,18,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Learning and Development, Transport/Parking Allowance, Company Laptop, Optical/Eye-wear claims",JavaScript ,Selangor,"Professional Services (Law, Consulting, etc.)",51-200 employees,2 - 10 people,,7,6,3,2600,MYR
27/07/2021 22:41:58,Male,25,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor Information System ,University Teknologi PETRONAS,Yes,Yes,Yes,,Microsoft Cert,Data Analyst,MYR,6500,0,,15,"Health Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Employee Discount, Phone Bill Reimbursement, Annual Flexi Allowance, Optical/Eye-wear claims",SQL,Malaysia,"Data Infrastructure, Telecom",">10,000employees",11 - 50 people,,9,2,0,4310,MYR
27/07/2021 22:47:07,Male,27,Malaysian,Malaysia,WP KL,KL,Undergraduate Degree,BSc Economics (Hons),University of Nottingham Malaysia Campus,No,No,No,,,Data Analyst,MYR,5280,14200,0,20,"Health Insurance, Maternity Leave, Paternity Leave, Free Lunch, Free Snacks, Remote Work, Learning and Development, Company Laptop, Phone Bill Reimbursement","Python, AWS Stack, Pyspark, SQL, Tableau, MS Excel","WP KL, MY",Marketing,201-1000 employees,11 - 50 people,,6,3,1,4000,MYR
27/07/2021 22:50:40,Male,33,Malaysian,Malaysia,Selangor,Subang Jaya,Masters Degree,MSc business analytics Consulting ,Loughborough university ,Yes,No,No,,,Senior data analyst,MYR,5000,2 months,,14,"Health Insurance, Company Laptop, Broadband/Home Internet Reimbursement","SQL, python, power bi","Kuala lumpjr, malaysia","Professional Services (Law, Consulting, etc.)",">10,000employees",2 - 10 people,,7,1.5,1,2500,Myr
27/07/2021 22:54:58,Male,30,Malaysian,Malaysia,Negeri sembilan,Seremban,Undergraduate Degree,Bachelor of computer science ,Multimedia university ,Yes,No,Yes,,"CCNA, CSPO",Lead mobile engineer ,MYR,14000,50000,40000,24,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Employee Discount, Learning and Development, Transport/Parking Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement, Professional Membership Subsidy/Sponsor",Kotlin,Kuala lumpur,Financial Services,201-1000 employees,51 - 200 people,,8,10,4,800,MYR
27/07/2021 23:02:09,Female,24,Malaysian,Malaysia,Penang,Bayan Lepas,Undergraduate Degree,Bachelor of Engineering,KDU Penang University College,Yes,Yes,No,Data Science - Forward School,,Product Engineer,MYR,3500,6500,,14,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Employee Discount, Learning and Development, Tuition Reimbursement, Transport/Parking Allowance, Company Laptop, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","JMP, Python","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,6,1.5,0,3300,MYR
27/07/2021 23:11:21,Male,23,Malaysian,Malaysia,kuala lumpur,mont kiara,Undergraduate Degree,bachelor of computer science (hons),uitm,Yes,No,Yes,,aws,jr fullstack developer,myr,3500,0,0,14,"Health Insurance, Vacation/Personal Days, Sick Time (Unlimited), Free Breakfast, Free Lunch, Free Snacks, Remote Work, Transport/Parking Allowance, Company Laptop","react js, laravel, redux, typescript, nginx, react native, linux hosting",mid valley,"Transport, Logistics",11-50 employees,11 - 50 people,,9,1,1,3500,myr
27/07/2021 23:17:22,Female,29,Kazakhstan,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor in Business IT ,,Yes,No,No,,,Software Engineer,MYR,8000,0,0,14,"Health Insurance, Dental Claim, Maternity Leave, Free Lunch, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop, Immigration Assistance, Optical/Eye-wear claims, Professional Membership Subsidy/Sponsor","Ruby on Rails, Docker, SQL","Kuala Lumpur, Malaysia",IT consultatcy,11-50 employees,2 - 10 people,,7,5,3,3500,MYR
27/07/2021 23:24:16,Male,31,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Bachelor of Electrical and Electronic Engineering,Universiti Teknologi PETRONAS,Yes,No,No,,,Software Engineer,MYR,6500,1,0,12,"Dental Claim, Transport/Parking Allowance","C#, C++, Python, Web Dev, Backend, Data Distributed System, AI infusion, Desktop App dev",Selangor,Auto Vehicles,51-200 employees,11 - 50 people,,7,7,1,3500,MYR
27/07/2021 23:26:22,Male,31,NA,Malaysia,Kuala lumpur ,Kuala lumpur ,Bachelor degree ,Bachelor of Software engineering ,,Yes,No,No,,,Head of Engineering ,MYR,26000,60000,,24,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Employee Discount, Learning and Development, Transport/Parking Allowance, Company Laptop, Company Phones, Immigration Assistance, Phone Bill Reimbursement, Annual Flexi Allowance, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims, Housing allowance ","GCP, Java, Ruby ","Kuala lumpur, Malaysia",Financial Services,51-200 employees,11 - 50 people,,8,10,5,4000,MYR
